tile,split,block_x,block_y,center_x,center_y,source_dir
tile_000297,val,201,2144,411968.933,4391177.404,D:\桌面\dac\prepared_4m\tile_000297
tile_000298,val,207,2144,425216.000,4391168.000,D:\桌面\dac\prepared_4m\tile_000298
tile_000299,val,211,2144,433951.286,4391287.349,D:\桌面\dac\prepared_4m\tile_000299
tile_000300,val,220,2144,451840.000,4391216.226,D:\桌面\dac\prepared_4m\tile_000300
tile_000301,train,234,2144,481048.497,4391168.000,D:\桌面\dac\prepared_4m\tile_000301
tile_000302,train,198,2144,406784.000,4391680.000,D:\桌面\dac\prepared_4m\tile_000302
tile_000303,val,201,2144,413440.000,4391690.732,D:\桌面\dac\prepared_4m\tile_000303
tile_000304,train,210,2144,430848.000,4391680.000,D:\桌面\dac\prepared_4m\tile_000304
tile_000305,val,211,2144,433920.000,4391680.000,D:\桌面\dac\prepared_4m\tile_000305
tile_000306,train,212,2144,434944.000,4391869.788,D:\桌面\dac\prepared_4m\tile_000306
tile_000307,train,216,2144,443648.000,4391680.000,D:\桌面\dac\prepared_4m\tile_000307
tile_000308,train,231,2144,473856.000,4391806.739,D:\桌面\dac\prepared_4m\tile_000308
tile_000309,train,234,2144,481024.000,4391680.000,D:\桌面\dac\prepared_4m\tile_000309
tile_000310,val,236,2144,484608.000,4391680.000,D:\桌面\dac\prepared_4m\tile_000310
tile_000311,train,237,2144,487168.000,4391680.000,D:\桌面\dac\prepared_4m\tile_000311
tile_000312,train,199,2144,408832.000,4392192.000,D:\桌面\dac\prepared_4m\tile_000312
tile_000313,test,200,2144,409856.000,4392192.000,D:\桌面\dac\prepared_4m\tile_000313
tile_000314,test,200,2144,411392.000,4392192.000,D:\桌面\dac\prepared_4m\tile_000314
tile_000315,val,201,2144,411904.000,4392192.000,D:\桌面\dac\prepared_4m\tile_000315
tile_000316,train,209,2144,428288.000,4392192.000,D:\桌面\dac\prepared_4m\tile_000316
tile_000317,train,210,2144,430848.000,4392192.000,D:\桌面\dac\prepared_4m\tile_000317
tile_000318,train,210,2144,431360.000,4392192.000,D:\桌面\dac\prepared_4m\tile_000318
tile_000319,train,212,2144,434944.000,4392192.000,D:\桌面\dac\prepared_4m\tile_000319
tile_000320,train,215,2144,440576.000,4392192.000,D:\桌面\dac\prepared_4m\tile_000320
tile_000321,train,216,2144,444160.000,4392192.000,D:\桌面\dac\prepared_4m\tile_000321
tile_000322,train,222,2144,454912.000,4392192.000,D:\桌面\dac\prepared_4m\tile_000322
tile_000323,train,222,2144,455424.000,4392192.000,D:\桌面\dac\prepared_4m\tile_000323
tile_000324,train,231,2144,473514.025,4392192.000,D:\桌面\dac\prepared_4m\tile_000324
tile_000325,train,231,2144,473856.000,4392192.000,D:\桌面\dac\prepared_4m\tile_000325
tile_000326,val,236,2144,483584.000,4392192.000,D:\桌面\dac\prepared_4m\tile_000326
tile_000327,train,199,2144,408832.000,4392704.000,D:\桌面\dac\prepared_4m\tile_000327
tile_000328,train,202,2144,415488.000,4392704.000,D:\桌面\dac\prepared_4m\tile_000328
tile_000329,train,216,2144,443136.000,4392704.000,D:\桌面\dac\prepared_4m\tile_000329
tile_000330,train,221,2144,453888.000,4392704.000,D:\桌面\dac\prepared_4m\tile_000330
tile_000331,train,237,2144,487168.000,4392704.000,D:\桌面\dac\prepared_4m\tile_000331
tile_000332,train,199,2145,408320.000,4393216.000,D:\桌面\dac\prepared_4m\tile_000332
tile_000333,train,199,2145,408832.000,4393216.000,D:\桌面\dac\prepared_4m\tile_000333
tile_000334,val,201,2145,413440.000,4393226.823,D:\桌面\dac\prepared_4m\tile_000334
tile_000335,train,202,2145,413952.000,4393216.000,D:\桌面\dac\prepared_4m\tile_000335
tile_000336,train,210,2145,431872.000,4393216.000,D:\桌面\dac\prepared_4m\tile_000336
tile_000337,train,214,2145,440064.000,4393216.000,D:\桌面\dac\prepared_4m\tile_000337
tile_000338,train,216,2145,444160.000,4393216.000,D:\桌面\dac\prepared_4m\tile_000338
tile_000339,train,236,2145,483584.000,4393393.466,D:\桌面\dac\prepared_4m\tile_000339
tile_000340,train,199,2145,408320.000,4393728.000,D:\桌面\dac\prepared_4m\tile_000340
tile_000341,val,201,2145,412416.000,4393728.000,D:\桌面\dac\prepared_4m\tile_000341
tile_000342,train,202,2145,415488.000,4393728.000,D:\桌面\dac\prepared_4m\tile_000342
tile_000343,train,212,2145,435968.000,4393728.000,D:\桌面\dac\prepared_4m\tile_000343
tile_000344,train,216,2145,443648.000,4393728.000,D:\桌面\dac\prepared_4m\tile_000344
tile_000345,train,222,2145,454912.000,4393728.000,D:\桌面\dac\prepared_4m\tile_000345
tile_000346,train,224,2145,460032.000,4393728.000,D:\桌面\dac\prepared_4m\tile_000346
tile_000347,train,225,2145,461568.000,4393764.831,D:\桌面\dac\prepared_4m\tile_000347
tile_000348,train,225,2145,462080.000,4393770.717,D:\桌面\dac\prepared_4m\tile_000348
tile_000349,val,201,2145,412416.000,4394240.000,D:\桌面\dac\prepared_4m\tile_000349
tile_000350,train,212,2145,435968.000,4394240.000,D:\桌面\dac\prepared_4m\tile_000350
tile_000351,train,213,2145,437504.000,4394240.000,D:\桌面\dac\prepared_4m\tile_000351
tile_000352,train,216,2145,443648.000,4394240.000,D:\桌面\dac\prepared_4m\tile_000352
tile_000353,train,220,2145,452399.488,4394240.000,D:\桌面\dac\prepared_4m\tile_000353
tile_000354,train,224,2145,459520.000,4394240.000,D:\桌面\dac\prepared_4m\tile_000354
tile_000355,train,232,2145,476465.224,4394240.000,D:\桌面\dac\prepared_4m\tile_000355
tile_000356,train,235,2145,482560.000,4394240.000,D:\桌面\dac\prepared_4m\tile_000356
tile_000357,val,201,2145,412416.000,4394752.000,D:\桌面\dac\prepared_4m\tile_000357
tile_000358,train,209,2145,429824.000,4394798.835,D:\桌面\dac\prepared_4m\tile_000358
tile_000359,train,212,2145,435097.337,4394752.000,D:\桌面\dac\prepared_4m\tile_000359
tile_000360,train,216,2145,444160.000,4394752.000,D:\桌面\dac\prepared_4m\tile_000360
tile_000361,train,217,2145,446208.000,4394752.000,D:\桌面\dac\prepared_4m\tile_000361
tile_000362,train,220,2145,451328.000,4394809.739,D:\桌面\dac\prepared_4m\tile_000362
tile_000363,train,220,2145,451840.000,4394753.346,D:\桌面\dac\prepared_4m\tile_000363
tile_000364,train,223,2145,457984.000,4394752.682,D:\桌面\dac\prepared_4m\tile_000364
tile_000365,test,201,2146,412416.000,4395264.000,D:\桌面\dac\prepared_4m\tile_000365
tile_000366,val,202,2146,413952.000,4395264.000,D:\桌面\dac\prepared_4m\tile_000366
tile_000367,train,204,2146,419072.000,4395264.000,D:\桌面\dac\prepared_4m\tile_000367
tile_000368,val,205,2146,420608.000,4395264.000,D:\桌面\dac\prepared_4m\tile_000368
tile_000369,test,207,2146,424704.000,4395264.000,D:\桌面\dac\prepared_4m\tile_000369
tile_000370,train,208,2146,426240.000,4395275.384,D:\桌面\dac\prepared_4m\tile_000370
tile_000371,train,208,2146,427264.000,4395264.000,D:\桌面\dac\prepared_4m\tile_000371
tile_000372,train,210,2146,431872.000,4395264.000,D:\桌面\dac\prepared_4m\tile_000372
tile_000373,train,211,2146,432397.794,4395264.000,D:\桌面\dac\prepared_4m\tile_000373
tile_000374,val,218,2146,447785.485,4395297.309,D:\桌面\dac\prepared_4m\tile_000374
tile_000375,train,221,2146,454400.000,4395264.000,D:\桌面\dac\prepared_4m\tile_000375
tile_000376,train,236,2146,484096.000,4395264.000,D:\桌面\dac\prepared_4m\tile_000376
tile_000377,train,236,2146,484608.000,4395264.000,D:\桌面\dac\prepared_4m\tile_000377
tile_000378,train,237,2146,486656.000,4395264.000,D:\桌面\dac\prepared_4m\tile_000378
tile_000379,test,201,2146,412416.000,4395776.000,D:\桌面\dac\prepared_4m\tile_000379
tile_000380,val,202,2146,413952.000,4395776.000,D:\桌面\dac\prepared_4m\tile_000380
tile_000381,train,210,2146,430336.000,4395776.000,D:\桌面\dac\prepared_4m\tile_000381
tile_000382,train,221,2146,453888.000,4395776.000,D:\桌面\dac\prepared_4m\tile_000382
tile_000383,train,221,2146,454400.000,4395776.000,D:\桌面\dac\prepared_4m\tile_000383
tile_000384,train,229,2146,470272.000,4395776.000,D:\桌面\dac\prepared_4m\tile_000384
tile_000385,train,238,2146,488704.000,4395776.000,D:\桌面\dac\prepared_4m\tile_000385
tile_000386,train,238,2146,489216.000,4395776.000,D:\桌面\dac\prepared_4m\tile_000386
tile_000387,train,213,2146,436992.000,4396288.000,D:\桌面\dac\prepared_4m\tile_000387
tile_000388,train,216,2146,443682.751,4396288.000,D:\桌面\dac\prepared_4m\tile_000388
tile_000389,train,217,2146,446208.000,4396288.000,D:\桌面\dac\prepared_4m\tile_000389
tile_000390,val,219,2146,449280.000,4396288.000,D:\桌面\dac\prepared_4m\tile_000390
tile_000391,train,221,2146,453376.000,4396288.000,D:\桌面\dac\prepared_4m\tile_000391
tile_000392,train,221,2146,453888.000,4396288.000,D:\桌面\dac\prepared_4m\tile_000392
tile_000393,train,222,2146,455055.204,4396448.068,D:\桌面\dac\prepared_4m\tile_000393
tile_000394,train,228,2146,467200.000,4396288.000,D:\桌面\dac\prepared_4m\tile_000394
tile_000395,val,202,2146,414976.000,4396800.000,D:\桌面\dac\prepared_4m\tile_000395
tile_000396,train,203,2146,417536.000,4396800.000,D:\桌面\dac\prepared_4m\tile_000396
tile_000397,train,213,2146,436992.000,4396800.000,D:\桌面\dac\prepared_4m\tile_000397
tile_000398,train,213,2146,437504.000,4396800.000,D:\桌面\dac\prepared_4m\tile_000398
tile_000399,train,217,2146,446208.000,4396800.000,D:\桌面\dac\prepared_4m\tile_000399
tile_000400,val,219,2146,450304.000,4396800.000,D:\桌面\dac\prepared_4m\tile_000400
tile_000401,train,220,2146,450816.000,4396800.000,D:\桌面\dac\prepared_4m\tile_000401
tile_000402,train,223,2146,458061.944,4396800.000,D:\桌面\dac\prepared_4m\tile_000402
tile_000403,train,231,2146,474368.000,4396800.000,D:\桌面\dac\prepared_4m\tile_000403
tile_000404,train,232,2146,476928.000,4396800.000,D:\桌面\dac\prepared_4m\tile_000404
tile_000405,train,237,2146,487168.000,4396800.000,D:\桌面\dac\prepared_4m\tile_000405
tile_000406,train,238,2146,488704.000,4396800.000,D:\桌面\dac\prepared_4m\tile_000406
tile_000407,train,200,2147,410368.000,4397312.000,D:\桌面\dac\prepared_4m\tile_000407
tile_000408,train,201,2147,411904.000,4397312.000,D:\桌面\dac\prepared_4m\tile_000408
tile_000409,test,203,2147,417536.000,4397312.000,D:\桌面\dac\prepared_4m\tile_000409
tile_000410,test,213,2147,437504.000,4397312.000,D:\桌面\dac\prepared_4m\tile_000410
tile_000411,train,214,2147,439040.000,4397312.000,D:\桌面\dac\prepared_4m\tile_000411
tile_000412,train,221,2147,452864.000,4397312.000,D:\桌面\dac\prepared_4m\tile_000412
tile_000413,train,221,2147,453888.000,4397312.000,D:\桌面\dac\prepared_4m\tile_000413
tile_000414,val,222,2147,454919.113,4397312.000,D:\桌面\dac\prepared_4m\tile_000414
tile_000415,train,234,2147,480512.000,4397441.781,D:\桌面\dac\prepared_4m\tile_000415
tile_000416,train,202,2147,414464.000,4397824.000,D:\桌面\dac\prepared_4m\tile_000416
tile_000417,test,203,2147,417024.000,4397824.000,D:\桌面\dac\prepared_4m\tile_000417
tile_000418,train,211,2147,433408.000,4397824.000,D:\桌面\dac\prepared_4m\tile_000418
tile_000419,train,225,2147,462592.000,4397824.000,D:\桌面\dac\prepared_4m\tile_000419
tile_000420,train,233,2147,478976.503,4397879.735,D:\桌面\dac\prepared_4m\tile_000420
tile_000421,train,234,2147,480512.000,4397824.000,D:\桌面\dac\prepared_4m\tile_000421
tile_000422,train,234,2147,481024.000,4397824.000,D:\桌面\dac\prepared_4m\tile_000422
tile_000423,train,237,2147,486656.000,4397824.000,D:\桌面\dac\prepared_4m\tile_000423
tile_000424,train,238,2147,489216.000,4397824.000,D:\桌面\dac\prepared_4m\tile_000424
tile_000425,train,208,2147,426752.000,4398378.539,D:\桌面\dac\prepared_4m\tile_000425
tile_000426,train,211,2147,432896.000,4398336.000,D:\桌面\dac\prepared_4m\tile_000426
tile_000427,train,204,2147,418048.000,4398881.876,D:\桌面\dac\prepared_4m\tile_000427
tile_000428,train,205,2147,421632.000,4398848.000,D:\桌面\dac\prepared_4m\tile_000428
tile_000429,train,216,2147,442624.000,4398848.000,D:\桌面\dac\prepared_4m\tile_000429
tile_000430,train,216,2147,444160.000,4398852.790,D:\桌面\dac\prepared_4m\tile_000430
tile_000431,train,225,2147,461568.000,4398848.000,D:\桌面\dac\prepared_4m\tile_000431
tile_000432,train,225,2147,462592.000,4398848.000,D:\桌面\dac\prepared_4m\tile_000432
tile_000433,train,226,2147,464640.000,4398848.000,D:\桌面\dac\prepared_4m\tile_000433
tile_000434,train,227,2147,466176.000,4398848.000,D:\桌面\dac\prepared_4m\tile_000434
tile_000435,train,238,2147,488192.000,4398994.121,D:\桌面\dac\prepared_4m\tile_000435
tile_000436,train,238,2147,489344.793,4398886.718,D:\桌面\dac\prepared_4m\tile_000436
tile_000437,train,239,2147,489728.000,4398848.000,D:\桌面\dac\prepared_4m\tile_000437
tile_000438,train,239,2147,490240.000,4398848.000,D:\桌面\dac\prepared_4m\tile_000438
tile_000439,train,239,2147,490752.000,4398848.000,D:\桌面\dac\prepared_4m\tile_000439
tile_000440,train,215,2148,441600.000,4399360.000,D:\桌面\dac\prepared_4m\tile_000440
tile_000441,train,216,2148,443140.155,4399360.000,D:\桌面\dac\prepared_4m\tile_000441
tile_000442,train,222,2148,456448.000,4399360.000,D:\桌面\dac\prepared_4m\tile_000442
tile_000443,train,223,2148,456960.000,4399360.000,D:\桌面\dac\prepared_4m\tile_000443
tile_000444,train,223,2148,457984.000,4399394.278,D:\桌面\dac\prepared_4m\tile_000444
tile_000445,train,225,2148,461568.000,4399360.000,D:\桌面\dac\prepared_4m\tile_000445
tile_000446,train,230,2148,471307.171,4399361.754,D:\桌面\dac\prepared_4m\tile_000446
tile_000447,train,233,2148,478976.000,4399360.000,D:\桌面\dac\prepared_4m\tile_000447
tile_000448,train,238,2148,489216.000,4399360.000,D:\桌面\dac\prepared_4m\tile_000448
tile_000449,train,239,2148,490752.000,4399360.000,D:\桌面\dac\prepared_4m\tile_000449
tile_000450,train,201,2148,412928.000,4399872.000,D:\桌面\dac\prepared_4m\tile_000450
tile_000451,train,216,2148,442624.000,4399872.000,D:\桌面\dac\prepared_4m\tile_000451
tile_000452,train,216,2148,443136.000,4399872.000,D:\桌面\dac\prepared_4m\tile_000452
tile_000453,train,218,2148,446720.000,4399872.000,D:\桌面\dac\prepared_4m\tile_000453
tile_000454,train,220,2148,452352.000,4399872.000,D:\桌面\dac\prepared_4m\tile_000454
tile_000455,train,222,2148,455936.867,4399872.000,D:\桌面\dac\prepared_4m\tile_000455
tile_000456,train,222,2148,456448.000,4399872.000,D:\桌面\dac\prepared_4m\tile_000456
tile_000457,train,223,2148,457472.000,4399872.000,D:\桌面\dac\prepared_4m\tile_000457
tile_000458,train,223,2148,457984.000,4399872.000,D:\桌面\dac\prepared_4m\tile_000458
tile_000459,train,223,2148,458496.000,4399872.000,D:\桌面\dac\prepared_4m\tile_000459
tile_000460,train,224,2148,460544.000,4399875.071,D:\桌面\dac\prepared_4m\tile_000460
tile_000461,train,225,2148,461569.325,4399876.550,D:\桌面\dac\prepared_4m\tile_000461
tile_000462,train,226,2148,464128.000,4399872.000,D:\桌面\dac\prepared_4m\tile_000462
tile_000463,train,233,2148,478976.000,4399872.000,D:\桌面\dac\prepared_4m\tile_000463
tile_000464,val,200,2148,410880.000,4400384.000,D:\桌面\dac\prepared_4m\tile_000464
tile_000465,train,205,2148,420096.000,4400384.000,D:\桌面\dac\prepared_4m\tile_000465
tile_000466,train,213,2148,436480.000,4400384.000,D:\桌面\dac\prepared_4m\tile_000466
tile_000467,train,214,2148,439040.000,4400384.000,D:\桌面\dac\prepared_4m\tile_000467
tile_000468,train,214,2148,439552.000,4400384.000,D:\桌面\dac\prepared_4m\tile_000468
tile_000469,train,215,2148,442112.000,4400384.000,D:\桌面\dac\prepared_4m\tile_000469
tile_000470,train,216,2148,442624.000,4400384.000,D:\桌面\dac\prepared_4m\tile_000470
tile_000471,train,220,2148,451840.000,4400384.000,D:\桌面\dac\prepared_4m\tile_000471
tile_000472,train,222,2148,455936.000,4400384.000,D:\桌面\dac\prepared_4m\tile_000472
tile_000473,train,223,2148,457472.000,4400384.000,D:\桌面\dac\prepared_4m\tile_000473
tile_000474,train,223,2148,457984.000,4400384.000,D:\桌面\dac\prepared_4m\tile_000474
tile_000475,train,224,2148,459008.000,4400384.000,D:\桌面\dac\prepared_4m\tile_000475
tile_000476,train,225,2148,461568.000,4400384.000,D:\桌面\dac\prepared_4m\tile_000476
tile_000477,train,227,2148,466688.000,4400495.669,D:\桌面\dac\prepared_4m\tile_000477
tile_000478,test,229,2148,469809.554,4400384.000,D:\桌面\dac\prepared_4m\tile_000478
tile_000479,train,233,2148,478976.000,4400388.777,D:\桌面\dac\prepared_4m\tile_000479
tile_000480,test,234,2148,480512.000,4400384.000,D:\桌面\dac\prepared_4m\tile_000480
tile_000481,train,237,2148,486144.000,4400384.000,D:\桌面\dac\prepared_4m\tile_000481
tile_000482,train,205,2148,421632.000,4400896.000,D:\桌面\dac\prepared_4m\tile_000482
tile_000483,train,213,2148,436992.000,4400896.000,D:\桌面\dac\prepared_4m\tile_000483
tile_000484,train,213,2148,437504.000,4400896.000,D:\桌面\dac\prepared_4m\tile_000484
tile_000485,train,215,2148,441088.000,4400896.000,D:\桌面\dac\prepared_4m\tile_000485
tile_000486,train,216,2148,443648.000,4400896.000,D:\桌面\dac\prepared_4m\tile_000486
tile_000487,train,216,2148,444160.000,4400896.000,D:\桌面\dac\prepared_4m\tile_000487
tile_000488,train,217,2148,444672.000,4400896.000,D:\桌面\dac\prepared_4m\tile_000488
tile_000489,train,224,2148,460544.000,4400896.000,D:\桌面\dac\prepared_4m\tile_000489
tile_000490,train,225,2148,461056.000,4400896.000,D:\桌面\dac\prepared_4m\tile_000490
tile_000491,train,225,2148,461568.000,4400896.000,D:\桌面\dac\prepared_4m\tile_000491
tile_000492,train,225,2148,462592.000,4400896.000,D:\桌面\dac\prepared_4m\tile_000492
tile_000493,train,226,2148,463104.000,4400896.000,D:\桌面\dac\prepared_4m\tile_000493
tile_000494,train,227,2148,466688.000,4400896.000,D:\桌面\dac\prepared_4m\tile_000494
tile_000495,train,228,2148,468224.000,4401006.156,D:\桌面\dac\prepared_4m\tile_000495
tile_000496,train,215,2149,441088.000,4401408.000,D:\桌面\dac\prepared_4m\tile_000496
tile_000497,train,215,2149,441600.000,4401408.000,D:\桌面\dac\prepared_4m\tile_000497
tile_000498,test,216,2149,443648.000,4401408.000,D:\桌面\dac\prepared_4m\tile_000498
tile_000499,test,216,2149,444160.000,4401408.000,D:\桌面\dac\prepared_4m\tile_000499
tile_000500,train,218,2149,446720.000,4401408.000,D:\桌面\dac\prepared_4m\tile_000500
tile_000501,val,219,2149,449792.000,4401408.000,D:\桌面\dac\prepared_4m\tile_000501
tile_000502,test,220,2149,451840.000,4401430.823,D:\桌面\dac\prepared_4m\tile_000502
tile_000503,train,223,2149,458004.757,4401408.000,D:\桌面\dac\prepared_4m\tile_000503
tile_000504,train,225,2149,461056.000,4401408.000,D:\桌面\dac\prepared_4m\tile_000504
tile_000505,train,225,2149,461568.000,4401408.000,D:\桌面\dac\prepared_4m\tile_000505
tile_000506,train,225,2149,462592.000,4401408.000,D:\桌面\dac\prepared_4m\tile_000506
tile_000507,train,236,2149,483584.000,4401424.436,D:\桌面\dac\prepared_4m\tile_000507
